,_id,timestamp,device_id,bssid,ssid,security,frequency,rssi,label
433,434,1411637195002.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,00:c1:40:94:0c:91,Bitfy,[ESS],2437,-79,
434,435,1411637195002.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:01:61,Clickers,[ESS],2412,-83,
435,436,1411637195002.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:19:82,MatiesWifi,[ESS],2412,-84,
436,437,1411637195002.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:16:21,MatiesWifi,[ESS],2462,-92,
437,438,1411637195002.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:13:e0,eduroam,[WPA2-EAP-CCMP][ESS],2412,-83,
438,439,1411637195002.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,9c:97:26:8a:3f:31,MWEB_8A3F31,[WPA-PSK-TKIP][WPA2-PSK-CCMP][WPS][ESS],2462,-93,
439,440,1411637238084.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,c0:4a:00:93:aa:c7,NaspersML,[WPA2-PSK-CCMP][ESS],2422,-45,
440,441,1411637238084.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:0f:20,Clickers,[ESS],2437,-71,
441,442,1411637238084.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:0f:23,eduroam,[WPA2-EAP-CCMP][ESS],2437,-64,
442,443,1411637238084.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:11:a0,MatiesWifi,[ESS],2412,-72,
443,444,1411637238084.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8e:ef:03,eduroam,[WPA2-EAP-CCMP][ESS],2412,-81,
444,445,1411637238084.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:0f:21,MatiesWifi,[ESS],2437,-65,
445,446,1411637238084.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8e:ee:60,eduroam,[WPA2-EAP-CCMP][ESS],2412,-78,
446,447,1411637238084.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:0f:22,Secure,[WPA2-EAP-CCMP][ESS],2437,-69,
447,448,1411637238084.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:16:23,eduroam,[WPA2-EAP-CCMP][ESS],2462,-80,
448,449,1411637238084.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:13:e1,Clickers,[ESS],2412,-84,
449,450,1411637238084.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:13:e3,MatiesWifi,[ESS],2412,-86,
450,451,1411637238084.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:01:62,MatiesWifi,[ESS],2412,-82,
451,452,1411637238084.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:12:c1,Clickers,[ESS],2462,-87,
452,453,1411637238084.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:00:81,eduroam,[WPA2-EAP-CCMP][ESS],2412,-76,
453,454,1411637238084.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:00:82,MatiesWifi,[ESS],2412,-74,
454,455,1411637238084.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8e:ee:61,Clickers,[ESS],2412,-76,
455,456,1411637238084.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:16:20,Clickers,[ESS],2462,-85,
456,457,1411637238084.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:11:a1,eduroam,[WPA2-EAP-CCMP][ESS],2412,-72,
457,458,1411637238084.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:01:63,eduroam,[WPA2-EAP-CCMP][ESS],2412,-85,
458,459,1411637238084.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:01:60,Secure,[WPA2-EAP-CCMP][ESS],2412,-85,
459,460,1411637238084.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:19:a3,Secure,[WPA2-EAP-CCMP][ESS],2412,-79,
460,461,1411637238084.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:11:a2,Clickers,[ESS],2412,-73,
461,462,1411637238084.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:00:80,Clickers,[ESS],2412,-76,
462,463,1411637238084.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:11:a3,Secure,[WPA2-EAP-CCMP][ESS],2412,-61,
463,464,1411637238084.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:16:22,Secure,[WPA2-EAP-CCMP][ESS],2462,-82,
464,465,1411637238084.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:19:a1,eduroam,[WPA2-EAP-CCMP][ESS],2412,-79,
465,466,1411637238084.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:19:a2,Clickers,[ESS],2412,-78,
466,467,1411637238084.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:19:a0,MatiesWifi,[ESS],2412,-79,
467,468,1411637238084.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,00:c1:40:94:0c:91,Bitfy,[ESS],2437,-79,
468,469,1411637238084.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:16:21,MatiesWifi,[ESS],2462,-86,
469,470,1411637238084.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:13:e0,eduroam,[WPA2-EAP-CCMP][ESS],2412,-83,
470,471,1411637238084.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,9c:97:26:8a:3f:31,MWEB_8A3F31,[WPA-PSK-TKIP][WPA2-PSK-CCMP][WPS][ESS],2462,-86,
471,472,1411637238084.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:00:83,Secure,[WPA2-EAP-CCMP][ESS],2412,-77,
472,473,1411637238084.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8e:ef:02,Secure,[WPA2-EAP-CCMP][ESS],2412,-84,
473,474,1411637238084.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:12:c0,Secure,[WPA2-EAP-CCMP][ESS],2462,-87,
474,475,1411637238084.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:12:c2,MatiesWifi,[ESS],2462,-86,
475,476,1411637300694.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,c0:4a:00:93:aa:c7,NaspersML,[WPA2-PSK-CCMP][ESS],2422,-37,
476,477,1411637300694.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:0f:20,Clickers,[ESS],2437,-70,
477,478,1411637300694.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:0f:23,eduroam,[WPA2-EAP-CCMP][ESS],2437,-68,
478,479,1411637300694.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:11:a0,MatiesWifi,[ESS],2412,-72,
479,480,1411637300694.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8e:ef:03,eduroam,[WPA2-EAP-CCMP][ESS],2412,-76,
480,481,1411637300694.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:0f:21,MatiesWifi,[ESS],2437,-65,
481,482,1411637300694.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8e:ee:60,eduroam,[WPA2-EAP-CCMP][ESS],2412,-74,
482,483,1411637300694.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:0f:22,Secure,[WPA2-EAP-CCMP][ESS],2437,-71,
483,484,1411637300694.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:16:23,eduroam,[WPA2-EAP-CCMP][ESS],2462,-80,
484,485,1411637300694.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:13:e1,Clickers,[ESS],2412,-84,
485,486,1411637300694.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:13:e3,MatiesWifi,[ESS],2412,-71,
486,487,1411637300694.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:01:62,MatiesWifi,[ESS],2412,-78,
487,488,1411637300694.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:12:c1,Clickers,[ESS],2462,-87,
488,489,1411637300694.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:00:81,eduroam,[WPA2-EAP-CCMP][ESS],2412,-74,
489,490,1411637300694.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:00:82,MatiesWifi,[ESS],2412,-84,
490,491,1411637300694.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8e:ee:61,Clickers,[ESS],2412,-79,
491,492,1411637300694.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:16:20,Clickers,[ESS],2462,-77,
492,493,1411637300694.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:11:a1,eduroam,[WPA2-EAP-CCMP][ESS],2412,-72,
493,494,1411637300694.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:01:63,eduroam,[WPA2-EAP-CCMP][ESS],2412,-78,
494,495,1411637300694.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:01:60,Secure,[WPA2-EAP-CCMP][ESS],2412,-77,
495,496,1411637300694.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:19:a3,Secure,[WPA2-EAP-CCMP][ESS],2412,-79,
496,497,1411637300694.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:11:a2,Clickers,[ESS],2412,-73,
497,498,1411637300694.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:00:80,Clickers,[ESS],2412,-84,
498,499,1411637300694.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:11:a3,Secure,[WPA2-EAP-CCMP][ESS],2412,-61,
499,500,1411637300694.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:16:22,Secure,[WPA2-EAP-CCMP][ESS],2462,-77,
500,501,1411637300694.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:19:a1,eduroam,[WPA2-EAP-CCMP][ESS],2412,-79,
501,502,1411637300694.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:19:a2,Clickers,[ESS],2412,-78,
502,503,1411637300694.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:19:a0,MatiesWifi,[ESS],2412,-79,
503,504,1411637300694.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:16:21,MatiesWifi,[ESS],2462,-74,
504,505,1411637300694.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:13:e0,eduroam,[WPA2-EAP-CCMP][ESS],2412,-83,
505,506,1411637300694.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,9c:97:26:8a:3f:31,MWEB_8A3F31,[WPA-PSK-TKIP][WPA2-PSK-CCMP][WPS][ESS],2462,-86,
506,507,1411637300694.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:00:83,Secure,[WPA2-EAP-CCMP][ESS],2412,-77,
507,508,1411637300694.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8e:ef:02,Secure,[WPA2-EAP-CCMP][ESS],2412,-79,
508,509,1411637300694.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:12:c0,Secure,[WPA2-EAP-CCMP][ESS],2462,-87,
509,510,1411637300694.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:12:c2,MatiesWifi,[ESS],2462,-86,
510,511,1411637300694.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,90:94:e4:6a:20:d3,sterg,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2437,-70,
511,512,1411637300694.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:13:e2,Secure,[WPA2-EAP-CCMP][ESS],2412,-78,
512,513,1411637300694.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8e:ee:63,Secure,[WPA2-EAP-CCMP][ESS],2412,-78,
513,514,1411637300694.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:01:61,Clickers,[ESS],2412,-78,
514,515,1411637300694.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8e:ef:00,MatiesWifi,[ESS],2412,-80,
515,516,1411637300694.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:19:81,Clickers,[ESS],2412,-81,
516,517,1411637327894.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,c0:4a:00:93:aa:c7,NaspersML,[WPA2-PSK-CCMP][ESS],2422,-52,
517,518,1411637327894.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:0f:20,Clickers,[ESS],2437,-70,
518,519,1411637327894.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:0f:23,eduroam,[WPA2-EAP-CCMP][ESS],2437,-68,
519,520,1411637327894.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8e:ef:03,eduroam,[WPA2-EAP-CCMP][ESS],2412,-76,
520,521,1411637327894.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8e:ee:60,eduroam,[WPA2-EAP-CCMP][ESS],2412,-74,
521,522,1411637327894.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:0f:22,Secure,[WPA2-EAP-CCMP][ESS],2437,-71,
522,523,1411637327894.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:16:23,eduroam,[WPA2-EAP-CCMP][ESS],2462,-85,
523,524,1411637327894.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:13:e3,MatiesWifi,[ESS],2412,-71,
524,525,1411637327894.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:01:62,MatiesWifi,[ESS],2412,-78,
525,526,1411637327894.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:00:81,eduroam,[WPA2-EAP-CCMP][ESS],2412,-74,
526,527,1411637327894.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:00:82,MatiesWifi,[ESS],2412,-82,
527,528,1411637327894.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8e:ee:61,Clickers,[ESS],2412,-79,
528,529,1411637327894.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:16:20,Clickers,[ESS],2462,-77,
529,530,1411637327894.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:11:a1,eduroam,[WPA2-EAP-CCMP][ESS],2412,-74,
530,531,1411637327894.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:01:63,eduroam,[WPA2-EAP-CCMP][ESS],2412,-78,
531,532,1411637327894.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:01:60,Secure,[WPA2-EAP-CCMP][ESS],2412,-77,
532,533,1411637327894.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:00:80,Clickers,[ESS],2412,-84,
533,534,1411637327894.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:16:22,Secure,[WPA2-EAP-CCMP][ESS],2462,-77,
534,535,1411637327894.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:16:21,MatiesWifi,[ESS],2462,-79,
535,536,1411637327894.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,9c:97:26:8a:3f:31,MWEB_8A3F31,[WPA-PSK-TKIP][WPA2-PSK-CCMP][WPS][ESS],2462,-82,
536,537,1411637327894.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8e:ef:02,Secure,[WPA2-EAP-CCMP][ESS],2412,-79,
537,538,1411637327894.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:12:c0,Secure,[WPA2-EAP-CCMP][ESS],2462,-84,
538,539,1411637327894.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,90:94:e4:6a:20:d3,sterg,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2437,-70,
539,540,1411637327894.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:13:e2,Secure,[WPA2-EAP-CCMP][ESS],2412,-83,
540,541,1411637327894.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8e:ee:63,Secure,[WPA2-EAP-CCMP][ESS],2412,-78,
541,542,1411637327894.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:01:61,Clickers,[ESS],2412,-79,
542,543,1411637327894.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8e:ef:00,MatiesWifi,[ESS],2412,-80,
543,544,1411637327894.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:19:81,Clickers,[ESS],2412,-81,
544,545,1411637327894.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:04:a1,eduroam,[WPA2-EAP-CCMP][ESS],2462,-80,
545,546,1411637327894.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:04:a2,Clickers,[ESS],2462,-80,
546,547,1411637327894.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:04:a0,MatiesWifi,[ESS],2462,-81,
547,548,1411637334803.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,c0:4a:00:93:aa:c7,NaspersML,[WPA2-PSK-CCMP][ESS],2422,-52,
548,549,1411637334803.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:0f:20,Clickers,[ESS],2437,-79,
549,550,1411637334803.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:0f:23,eduroam,[WPA2-EAP-CCMP][ESS],2437,-76,
550,551,1411637334803.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8e:ee:60,eduroam,[WPA2-EAP-CCMP][ESS],2412,-80,
551,552,1411637334803.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:16:23,eduroam,[WPA2-EAP-CCMP][ESS],2462,-87,
552,553,1411637334803.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:13:e3,MatiesWifi,[ESS],2412,-79,
553,554,1411637334803.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:01:62,MatiesWifi,[ESS],2412,-78,
554,555,1411637334803.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:00:82,MatiesWifi,[ESS],2412,-82,
555,556,1411637334803.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:16:20,Clickers,[ESS],2462,-79,
556,557,1411637334803.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:11:a1,eduroam,[WPA2-EAP-CCMP][ESS],2412,-74,
557,558,1411637334803.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:01:63,eduroam,[WPA2-EAP-CCMP][ESS],2412,-78,
558,559,1411637334803.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:16:22,Secure,[WPA2-EAP-CCMP][ESS],2462,-85,
559,560,1411637334803.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:16:21,MatiesWifi,[ESS],2462,-79,
560,561,1411637334803.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,9c:97:26:8a:3f:31,MWEB_8A3F31,[WPA-PSK-TKIP][WPA2-PSK-CCMP][WPS][ESS],2462,-82,
561,562,1411637334803.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:12:c0,Secure,[WPA2-EAP-CCMP][ESS],2462,-84,
562,563,1411637334803.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,90:94:e4:6a:20:d3,sterg,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2437,-68,
563,564,1411637334803.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:13:e2,Secure,[WPA2-EAP-CCMP][ESS],2412,-83,
564,565,1411637334803.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8e:ee:63,Secure,[WPA2-EAP-CCMP][ESS],2412,-77,
565,566,1411637334803.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:01:61,Clickers,[ESS],2412,-79,
566,567,1411637334803.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:04:a1,eduroam,[WPA2-EAP-CCMP][ESS],2462,-84,
567,568,1411637334803.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:04:a2,Clickers,[ESS],2462,-94,
568,569,1411637334803.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:04:a0,MatiesWifi,[ESS],2462,-81,
569,570,1411637334803.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:04:a3,Secure,[WPA2-EAP-CCMP][ESS],2462,-80,
570,571,1411637334803.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:00:83,Secure,[WPA2-EAP-CCMP][ESS],2412,-84,
571,572,1411637334803.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:19:a1,eduroam,[WPA2-EAP-CCMP][ESS],2412,-88,
572,573,1411637334803.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,00:c1:40:94:0c:91,Bitfy,[ESS],2437,-67,
573,574,1411637334803.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:0f:21,MatiesWifi,[ESS],2437,-79,
574,575,1411637334803.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:19:82,MatiesWifi,[ESS],2412,-83,
575,576,1411637387478.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,c0:4a:00:93:aa:c7,NaspersML,[WPA2-PSK-CCMP][ESS],2422,-42,
576,577,1411637387478.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:0f:20,Clickers,[ESS],2437,-63,
577,578,1411637387478.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:0f:23,eduroam,[WPA2-EAP-CCMP][ESS],2437,-64,
578,579,1411637387478.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8e:ee:60,eduroam,[WPA2-EAP-CCMP][ESS],2412,-80,
579,580,1411637387478.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:16:23,eduroam,[WPA2-EAP-CCMP][ESS],2462,-79,
580,581,1411637387478.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:13:e3,MatiesWifi,[ESS],2412,-78,
581,582,1411637387478.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:01:62,MatiesWifi,[ESS],2412,-78,
582,583,1411637387478.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:00:82,MatiesWifi,[ESS],2412,-81,
583,584,1411637387478.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:16:20,Clickers,[ESS],2462,-76,
584,585,1411637387478.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:11:a1,eduroam,[WPA2-EAP-CCMP][ESS],2412,-75,
585,586,1411637387478.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:01:63,eduroam,[WPA2-EAP-CCMP][ESS],2412,-78,
586,587,1411637387478.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:16:22,Secure,[WPA2-EAP-CCMP][ESS],2462,-82,
587,588,1411637387478.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:16:21,MatiesWifi,[ESS],2462,-76,
588,589,1411637387478.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,9c:97:26:8a:3f:31,MWEB_8A3F31,[WPA-PSK-TKIP][WPA2-PSK-CCMP][WPS][ESS],2462,-82,
589,590,1411637387478.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:12:c0,Secure,[WPA2-EAP-CCMP][ESS],2462,-82,
590,591,1411637387478.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,90:94:e4:6a:20:d3,sterg,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2437,-68,
591,592,1411637387478.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:13:e2,Secure,[WPA2-EAP-CCMP][ESS],2412,-77,
592,593,1411637387478.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8e:ee:63,Secure,[WPA2-EAP-CCMP][ESS],2412,-77,
593,594,1411637387478.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:01:61,Clickers,[ESS],2412,-86,
594,595,1411637387478.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:04:a1,eduroam,[WPA2-EAP-CCMP][ESS],2462,-84,
595,596,1411637387478.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:04:a2,Clickers,[ESS],2462,-94,
596,597,1411637387478.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:04:a0,MatiesWifi,[ESS],2462,-93,
597,598,1411637387478.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:04:a3,Secure,[WPA2-EAP-CCMP][ESS],2462,-80,
598,599,1411637387478.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:00:83,Secure,[WPA2-EAP-CCMP][ESS],2412,-79,
599,600,1411637387478.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:19:a1,eduroam,[WPA2-EAP-CCMP][ESS],2412,-78,
600,601,1411637387478.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,00:c1:40:94:0c:91,Bitfy,[ESS],2437,-67,
601,602,1411637387478.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:0f:21,MatiesWifi,[ESS],2437,-63,
602,603,1411637387478.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:19:82,MatiesWifi,[ESS],2412,-79,
