,_id,timestamp,device_id,bssid,ssid,security,frequency,rssi,label
0,1,1411636715920.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,c0:4a:00:93:aa:c7,NaspersML,[WPA2-PSK-CCMP][ESS],2422,-48,
1,2,1411636715920.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:04:a1,eduroam,[WPA2-EAP-CCMP][ESS],2462,-87,
2,3,1411636715920.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:19:a1,eduroam,[WPA2-EAP-CCMP][ESS],2412,-81,
3,4,1411636715920.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:16:22,Secure,[WPA2-EAP-CCMP][ESS],2462,-83,
4,5,1411636715920.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:11:a1,eduroam,[WPA2-EAP-CCMP][ESS],2412,-77,
5,6,1411636715920.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:16:23,eduroam,[WPA2-EAP-CCMP][ESS],2462,-77,
6,7,1411636715920.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:04:a3,Secure,[WPA2-EAP-CCMP][ESS],2462,-88,
7,8,1411636715920.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:11:a2,Clickers,[ESS],2412,-74,
8,9,1411636715920.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:0f:21,MatiesWifi,[ESS],2437,-72,
9,10,1411636715920.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:16:21,MatiesWifi,[ESS],2462,-74,
10,11,1411636715920.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:16:20,Clickers,[ESS],2462,-74,
11,12,1411636715920.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:00:82,MatiesWifi,[ESS],2412,-78,
12,13,1411636715920.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8e:ee:61,Clickers,[ESS],2412,-79,
13,14,1411636715920.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:0f:20,Clickers,[ESS],2437,-72,
14,15,1411636715920.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:04:a2,Clickers,[ESS],2462,-88,
15,16,1411636715920.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:01:61,Clickers,[ESS],2412,-82,
16,17,1411636715920.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:01:62,MatiesWifi,[ESS],2412,-85,
17,18,1411636715920.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:0f:23,eduroam,[WPA2-EAP-CCMP][ESS],2437,-73,
18,19,1411636715920.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,90:94:e4:6a:20:d3,sterg,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2437,-74,
19,20,1411636715920.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:19:a3,Secure,[WPA2-EAP-CCMP][ESS],2412,-80,
20,21,1411636715920.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,9c:97:26:8a:3f:31,MWEB_8A3F31,[WPA-PSK-TKIP][WPA2-PSK-CCMP][WPS][ESS],2462,-84,
21,22,1411636715920.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:01:63,eduroam,[WPA2-EAP-CCMP][ESS],2412,-85,
22,23,1411636715920.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:0f:02,Secure,[WPA2-EAP-CCMP][ESS],2412,-85,
23,24,1411636715920.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:01:60,Secure,[WPA2-EAP-CCMP][ESS],2412,-87,
24,25,1411636715920.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:11:a0,MatiesWifi,[ESS],2412,-74,
25,26,1411636715920.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,00:c1:40:94:0c:91,Bitfy,[ESS],2437,-79,
26,27,1411636715920.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:19:a2,Clickers,[ESS],2412,-81,
27,28,1411636715920.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:19:a0,MatiesWifi,[ESS],2412,-82,
28,29,1411636715920.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:00:80,Clickers,[ESS],2412,-84,
29,30,1411636715920.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8e:ef:00,MatiesWifi,[ESS],2412,-88,
30,31,1411636715920.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8e:f3:01,MatiesWifi,[ESS],2412,-98,
31,32,1411636840749.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,c0:4a:00:93:aa:c7,NaspersML,[WPA2-PSK-CCMP][ESS],2422,-56,
32,33,1411636840749.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:04:a1,eduroam,[WPA2-EAP-CCMP][ESS],2462,-84,
33,34,1411636840749.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:19:a1,eduroam,[WPA2-EAP-CCMP][ESS],2412,-87,
34,35,1411636840749.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:16:22,Secure,[WPA2-EAP-CCMP][ESS],2462,-83,
35,36,1411636840749.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:11:a1,eduroam,[WPA2-EAP-CCMP][ESS],2412,-82,
36,37,1411636840749.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:04:a3,Secure,[WPA2-EAP-CCMP][ESS],2462,-84,
37,38,1411636840749.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:11:a2,Clickers,[ESS],2412,-74,
38,39,1411636840749.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:0f:20,Clickers,[ESS],2437,-72,
39,40,1411636840749.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:04:a2,Clickers,[ESS],2462,-84,
40,41,1411636840749.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:01:61,Clickers,[ESS],2412,-82,
41,42,1411636840749.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:01:62,MatiesWifi,[ESS],2412,-85,
42,43,1411636840749.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:0f:23,eduroam,[WPA2-EAP-CCMP][ESS],2437,-87,
43,44,1411636840749.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,90:94:e4:6a:20:d3,sterg,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2437,-72,
44,45,1411636840749.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:19:a3,Secure,[WPA2-EAP-CCMP][ESS],2412,-87,
45,46,1411636840749.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,9c:97:26:8a:3f:31,MWEB_8A3F31,[WPA-PSK-TKIP][WPA2-PSK-CCMP][WPS][ESS],2462,-85,
46,47,1411636840749.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:01:63,eduroam,[WPA2-EAP-CCMP][ESS],2412,-85,
47,48,1411636840749.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:0f:02,Secure,[WPA2-EAP-CCMP][ESS],2412,-85,
48,49,1411636840749.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:01:60,Secure,[WPA2-EAP-CCMP][ESS],2412,-87,
49,50,1411636840749.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:11:a0,MatiesWifi,[ESS],2412,-74,
50,51,1411636840749.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,00:c1:40:94:0c:91,Bitfy,[ESS],2437,-80,
51,52,1411636840749.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:19:a2,Clickers,[ESS],2412,-89,
52,53,1411636840749.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:19:a0,MatiesWifi,[ESS],2412,-77,
53,54,1411636840749.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:00:80,Clickers,[ESS],2412,-87,
54,55,1411636840749.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8e:ef:00,MatiesWifi,[ESS],2412,-87,
55,56,1411636840749.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8e:f3:01,MatiesWifi,[ESS],2412,-98,
56,57,1411636840749.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:0f:22,Secure,[WPA2-EAP-CCMP][ESS],2437,-79,
57,58,1411636840749.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:16:23,eduroam,[WPA2-EAP-CCMP][ESS],2462,-79,
58,59,1411636840749.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:11:a3,Secure,[WPA2-EAP-CCMP][ESS],2412,-82,
59,60,1411636840749.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8e:ef:03,eduroam,[WPA2-EAP-CCMP][ESS],2412,-83,
60,61,1411636840749.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8e:ef:02,Secure,[WPA2-EAP-CCMP][ESS],2412,-83,
61,62,1411636840749.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:00:83,Secure,[WPA2-EAP-CCMP][ESS],2412,-86,
62,63,1411636840749.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:00:81,eduroam,[WPA2-EAP-CCMP][ESS],2412,-87,
63,64,1411636840749.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:0f:21,MatiesWifi,[ESS],2437,-81,
64,65,1411636840749.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:04:a0,MatiesWifi,[ESS],2462,-86,
65,66,1411636840749.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8e:ef:01,Clickers,[ESS],2412,-87,
66,67,1411636840749.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:00:82,MatiesWifi,[ESS],2412,-87,
67,68,1411636840749.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:0f:03,Clickers,[ESS],2412,-87,
68,69,1411636840749.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:13:e3,MatiesWifi,[ESS],2412,-87,
69,70,1411636840749.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:0f:01,MatiesWifi,[ESS],2412,-88,
70,71,1411636840749.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:19:81,Clickers,[ESS],2412,-90,
71,72,1411636898242.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,c0:4a:00:93:aa:c7,NaspersML,[WPA2-PSK-CCMP][ESS],2422,-48,
72,73,1411636898242.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:04:a1,eduroam,[WPA2-EAP-CCMP][ESS],2462,-72,
73,74,1411636898242.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:19:a1,eduroam,[WPA2-EAP-CCMP][ESS],2412,-87,
74,75,1411636898242.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:11:a1,eduroam,[WPA2-EAP-CCMP][ESS],2412,-78,
75,76,1411636898242.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:04:a3,Secure,[WPA2-EAP-CCMP][ESS],2462,-82,
76,77,1411636898242.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:11:a2,Clickers,[ESS],2412,-77,
77,78,1411636898242.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:0f:20,Clickers,[ESS],2437,-75,
78,79,1411636898242.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:04:a2,Clickers,[ESS],2462,-73,
79,80,1411636898242.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:0f:23,eduroam,[WPA2-EAP-CCMP][ESS],2437,-81,
80,81,1411636898242.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,90:94:e4:6a:20:d3,sterg,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2437,-75,
81,82,1411636898242.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:19:a3,Secure,[WPA2-EAP-CCMP][ESS],2412,-87,
82,83,1411636898242.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,9c:97:26:8a:3f:31,MWEB_8A3F31,[WPA-PSK-TKIP][WPA2-PSK-CCMP][WPS][ESS],2462,-85,
83,84,1411636898242.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:01:63,eduroam,[WPA2-EAP-CCMP][ESS],2412,-89,
84,85,1411636898242.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:01:60,Secure,[WPA2-EAP-CCMP][ESS],2412,-90,
85,86,1411636898242.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:11:a0,MatiesWifi,[ESS],2412,-82,
86,87,1411636898242.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,00:c1:40:94:0c:91,Bitfy,[ESS],2437,-68,
87,88,1411636898242.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:19:a2,Clickers,[ESS],2412,-81,
88,89,1411636898242.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:19:a0,MatiesWifi,[ESS],2412,-81,
89,90,1411636898242.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:00:80,Clickers,[ESS],2412,-74,
90,91,1411636898242.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8e:ef:00,MatiesWifi,[ESS],2412,-87,
91,92,1411636898242.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:0f:22,Secure,[WPA2-EAP-CCMP][ESS],2437,-79,
92,93,1411636898242.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:16:23,eduroam,[WPA2-EAP-CCMP][ESS],2462,-79,
93,94,1411636898242.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:11:a3,Secure,[WPA2-EAP-CCMP][ESS],2412,-79,
94,95,1411636898242.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8e:ef:03,eduroam,[WPA2-EAP-CCMP][ESS],2412,-81,
95,96,1411636898242.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8e:ef:02,Secure,[WPA2-EAP-CCMP][ESS],2412,-82,
96,97,1411636898242.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:00:83,Secure,[WPA2-EAP-CCMP][ESS],2412,-76,
97,98,1411636898242.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:00:81,eduroam,[WPA2-EAP-CCMP][ESS],2412,-71,
98,99,1411636898242.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:0f:21,MatiesWifi,[ESS],2437,-81,
99,100,1411636898242.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:04:a0,MatiesWifi,[ESS],2462,-73,
100,101,1411636898242.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8e:ef:01,Clickers,[ESS],2412,-83,
101,102,1411636898242.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:00:82,MatiesWifi,[ESS],2412,-75,
102,103,1411636898242.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:0f:03,Clickers,[ESS],2412,-87,
103,104,1411636898242.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:13:e3,MatiesWifi,[ESS],2412,-80,
104,105,1411636898242.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:0f:01,MatiesWifi,[ESS],2412,-88,
105,106,1411636898242.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:19:81,Clickers,[ESS],2412,-90,
106,107,1411636898242.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:19:83,eduroam,[WPA2-EAP-CCMP][ESS],2412,-76,
107,108,1411636898242.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8e:ee:63,Secure,[WPA2-EAP-CCMP][ESS],2412,-82,
108,109,1411636898242.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:13:e0,eduroam,[WPA2-EAP-CCMP][ESS],2412,-84,
109,110,1411636898242.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:19:82,MatiesWifi,[ESS],2412,-78,
110,111,1411636898242.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:16:20,Clickers,[ESS],2462,-83,
111,112,1411636898242.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8e:ee:61,Clickers,[ESS],2412,-86,
112,113,1411636898242.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8e:ee:62,MatiesWifi,[ESS],2412,-88,
113,114,1411636906763.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,c0:4a:00:93:aa:c7,NaspersML,[WPA2-PSK-CCMP][ESS],2422,-49,
114,115,1411636906763.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:04:a1,eduroam,[WPA2-EAP-CCMP][ESS],2462,-79,
115,116,1411636906763.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:19:a1,eduroam,[WPA2-EAP-CCMP][ESS],2412,-78,
116,117,1411636906763.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:11:a1,eduroam,[WPA2-EAP-CCMP][ESS],2412,-81,
117,118,1411636906763.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:04:a3,Secure,[WPA2-EAP-CCMP][ESS],2462,-74,
118,119,1411636906763.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:11:a2,Clickers,[ESS],2412,-80,
119,120,1411636906763.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:0f:20,Clickers,[ESS],2437,-73,
120,121,1411636906763.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:04:a2,Clickers,[ESS],2462,-77,
121,122,1411636906763.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:0f:23,eduroam,[WPA2-EAP-CCMP][ESS],2437,-77,
122,123,1411636906763.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,90:94:e4:6a:20:d3,sterg,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2437,-67,
123,124,1411636906763.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:11:a0,MatiesWifi,[ESS],2412,-76,
124,125,1411636906763.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,00:c1:40:94:0c:91,Bitfy,[ESS],2437,-64,
125,126,1411636906763.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:19:a0,MatiesWifi,[ESS],2412,-84,
126,127,1411636906763.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:00:80,Clickers,[ESS],2412,-76,
127,128,1411636906763.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8e:ef:00,MatiesWifi,[ESS],2412,-78,
128,129,1411636906763.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8e:ef:03,eduroam,[WPA2-EAP-CCMP][ESS],2412,-81,
129,130,1411636906763.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8e:ef:02,Secure,[WPA2-EAP-CCMP][ESS],2412,-82,
130,131,1411636906763.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:00:83,Secure,[WPA2-EAP-CCMP][ESS],2412,-81,
131,132,1411636906763.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:00:81,eduroam,[WPA2-EAP-CCMP][ESS],2412,-81,
132,133,1411636906763.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:0f:21,MatiesWifi,[ESS],2437,-75,
133,134,1411636906763.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:04:a0,MatiesWifi,[ESS],2462,-75,
134,135,1411636906763.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:00:82,MatiesWifi,[ESS],2412,-81,
135,136,1411636906763.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:0f:03,Clickers,[ESS],2412,-88,
136,137,1411636906763.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:0f:01,MatiesWifi,[ESS],2412,-87,
137,138,1411636906763.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:19:81,Clickers,[ESS],2412,-74,
138,139,1411636906763.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:19:83,eduroam,[WPA2-EAP-CCMP][ESS],2412,-75,
139,140,1411636906763.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8e:ee:63,Secure,[WPA2-EAP-CCMP][ESS],2412,-78,
140,141,1411636906763.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:13:e0,eduroam,[WPA2-EAP-CCMP][ESS],2412,-73,
141,142,1411636906763.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:19:82,MatiesWifi,[ESS],2412,-75,
142,143,1411636906763.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:16:20,Clickers,[ESS],2462,-83,
143,144,1411636906763.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8e:ee:61,Clickers,[ESS],2412,-79,
144,145,1411636906763.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8e:ee:62,MatiesWifi,[ESS],2412,-82,
145,146,1411636906763.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:19:80,Secure,[WPA2-EAP-CCMP][ESS],2412,-72,
146,147,1411636906763.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:13:e2,Secure,[WPA2-EAP-CCMP][ESS],2412,-76,
147,148,1411636906763.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:0f:00,eduroam,[WPA2-EAP-CCMP][ESS],2412,-81,
148,149,1411636906763.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8e:ee:60,eduroam,[WPA2-EAP-CCMP][ESS],2412,-83,
149,150,1411636906763.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,04:46:65:8d:4a:88,AndroidAP,[WPA2-PSK-CCMP][ESS],2462,-94,
150,151,1411636906763.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:0f:22,Secure,[WPA2-EAP-CCMP][ESS],2437,-73,
151,152,1411636906763.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:0f:02,Secure,[WPA2-EAP-CCMP][ESS],2412,-87,
152,153,1411636906763.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:01:61,Clickers,[ESS],2412,-87,
153,154,1411636916899.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,c0:4a:00:93:aa:c7,NaspersML,[WPA2-PSK-CCMP][ESS],2422,-49,
154,155,1411636916899.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:04:a1,eduroam,[WPA2-EAP-CCMP][ESS],2462,-79,
155,156,1411636916899.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:19:a1,eduroam,[WPA2-EAP-CCMP][ESS],2412,-78,
156,157,1411636916899.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:11:a1,eduroam,[WPA2-EAP-CCMP][ESS],2412,-81,
157,158,1411636916899.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:04:a3,Secure,[WPA2-EAP-CCMP][ESS],2462,-74,
158,159,1411636916899.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:11:a2,Clickers,[ESS],2412,-80,
159,160,1411636916899.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:0f:20,Clickers,[ESS],2437,-73,
160,161,1411636916899.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:04:a2,Clickers,[ESS],2462,-77,
161,162,1411636916899.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:0f:23,eduroam,[WPA2-EAP-CCMP][ESS],2437,-77,
162,163,1411636916899.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,90:94:e4:6a:20:d3,sterg,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2437,-67,
163,164,1411636916899.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:11:a0,MatiesWifi,[ESS],2412,-76,
164,165,1411636916899.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,00:c1:40:94:0c:91,Bitfy,[ESS],2437,-64,
165,166,1411636916899.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:19:a0,MatiesWifi,[ESS],2412,-84,
166,167,1411636916899.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:00:80,Clickers,[ESS],2412,-76,
167,168,1411636916899.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8e:ef:00,MatiesWifi,[ESS],2412,-78,
168,169,1411636916899.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8e:ef:03,eduroam,[WPA2-EAP-CCMP][ESS],2412,-81,
169,170,1411636916899.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8e:ef:02,Secure,[WPA2-EAP-CCMP][ESS],2412,-82,
170,171,1411636916899.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,20:0b:c7:8f:00:83,Secure,[WPA2-EAP-CCMP][ESS],2412,-81,
