,_id,timestamp,device_id,double_frequency,double_decibels,double_rms,is_silent,silence_threshold
181,182,1411638757968.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,194.0,7.331395316629765,1807.630090792607,1,2409.0
182,183,1411638768500.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,149.0,0.00026507636037961915,3479.489448163117,0,2408.0
183,184,1411638779445.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,260.0,0.8887416703169443,2947.451135650702,0,2418.0
184,185,1411638789799.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,263.0,6.419266888200243,2808.5863712814526,0,2425.0
185,186,1411638800354.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,145.0,9.954979274712024,2160.402781717676,1,2431.0
186,187,1411638810842.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,65.0,6.123525243496833,1958.8050699554904,1,2433.0
187,188,1411638821532.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,83.0,1.5213973226730997,4642.463025641071,0,2433.0
188,189,1411638832144.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,149.0,3.792940524322102,3375.7100318575986,0,2451.0
189,190,1411638842812.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,83.0,2.9659818815327723,3068.6138191807977,0,2460.0
190,191,1411638853241.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,93.0,7.3141504049262736,2164.867393035214,1,2467.0
191,192,1411638863637.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,79.0,4.52792754734154,3966.0545536114632,0,2468.0
192,193,1411638876231.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,90.0,0.00026507636037961915,5921.5562630434315,0,2481.0
193,194,1411638887798.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,107.0,8.132288140502244,1346.5360974758737,1,2507.0
194,195,1411638898271.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,173.0,12.519603019804212,1471.5390411876892,1,2503.0
195,196,1411638908892.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,190.0,18.779868051081955,772.5769572980523,1,2499.0
196,197,1411638919560.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,145.0,13.269163739951214,745.0867457421018,1,2491.0
197,198,1411638930386.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,250.0,0.00026507636037961915,2521.5436449323283,0,2484.0
198,199,1411638941507.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,128.0,9.017592854313843,1564.2671781660254,1,2487.0
199,200,1411638952998.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,114.0,16.088046621853678,565.0723693051035,1,2484.0
200,201,1411638963477.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,274.0,28.82730491862948,301.5258807645429,1,2475.0
201,202,1411638974448.0,11e5f39d-3b9f-4efb-bc96-13e63276c08b,1152.0,14.595285333576333,499.65205428099887,1,2465.0
